"transcription_units"	"monomers_to_remove"
["EG10134", "EG10135"]	["EG10134", "EG10135"]
["EG11669", "EG11670", "EG11671", "EG11672"]	["EG11669", "EG11670", "EG11671", "EG11672"]
["EG10111", "EG10110", "EG10109"]	["EG10111", "EG10110", "EG10109"]
["EG10118", "EG10121", "EG10119", "EG10120"]	["EG10118", "EG10121", "EG10119", "EG10120"]
["EG10379", "EG10377", "EG10380"]	["EG10379", "EG10377", "EG10380"]
["EG10558", "EG10528", "EG10559"]	["EG10558", "EG10528", "EG10559"]
["EG10989", "EG10990", "EG10991", "EG11172", "G7627", "G7626", "G7624"]	["EG10989", "EG10990", "EG10991", "EG11172", "G7627", "G7626", "G7624"]
["EG10252", "EG10253"]	["EG10252", "EG10253"]
["EG10352", "EG10349", "EG10350", "EG10355", "EG10353"]	["EG10352", "EG10349", "EG10350", "EG10355", "EG10353"]
["EG10577", "EG10578"]	["EG10577", "EG10578"]
["EG10563", "EG10564"]	["EG10563", "EG10564"]
["G8210", "EG10969", "EG10970", "EG10971", "EG10972", "EG10974", "EG10973"]	["G8210", "EG10969", "EG10970", "EG10971", "EG10972", "EG10974", "EG10973"]
["EG10348", "EG10351"]	["EG10348", "EG10351"]
["EG10176", "EG10175", "EG10177"]	["EG10176", "EG10175", "EG10177"]
["EG10195", "EG10197", "EG10198", "EG10183", "EG10193"]	["EG10195", "EG10197", "EG10198", "EG10183", "EG10193"]
["EG10186", "EG10194", "EG10185"]	["EG10186", "EG10194", "EG10185"]
["EG10250", "EG10249"]	["EG10250", "EG10249"]
["EG10286", "EG10287", "EG10288", "EG10289", "EG10290"]	["EG10286", "EG10287", "EG10288", "EG10289", "EG10290"]
["EG10474", "EG10475", "EG10476", "EG10477", "EG10478", "EG10479", "EG10480", "EG10481", "G7414"]	["EG10474", "EG10475", "EG10476", "EG10477", "EG10478", "EG10479", "EG10480", "EG10481", "G7414"]
["EG10483", "EG10484", "EG10485", "EG10486", "EG10487"]	["EG10483", "EG10484", "EG10485", "EG10486", "EG10487"]
["EG10646", "EG10643"]	["EG10646", "EG10643"]
["EG11227", "EG11228", "EG11229"]	["EG11227", "EG11228", "EG11229"]
["G7990", "EG10337", "EG10336"]	["G7990", "EG10337", "EG10336"]
["EG10293", "EG10262"]	["EG10293", "EG10262"]
["EG10261", "EG10263", "EG10260", "EG10259", "EG11105"]	["EG10261", "EG10263", "EG10260", "EG10259", "EG11105"]
["EG10593", "EG10592", "EG10594"]	["EG10593", "EG10592", "EG10594"]
["EG12419", "G7128", "EG12414", "EG12415", "EG12416", "EG12417"]	["EG12419", "G7128", "EG12414", "EG12415", "EG12416", "EG12417"]
["EG11442", "EG10371", "EG11810"]	["EG11442", "EG10371", "EG11810"]
["EG10396", "EG10398", "EG11517"]	["EG10396", "EG10398", "EG11517"]
["EG10672", "EG10269"]	["EG10672", "EG10269"]
["EG11277", "EG10998", "EG10999", "EG11000"]	["EG11277", "EG10998", "EG10999", "EG11000"]
["EG11057", "EG11056"]	["EG11057", "EG11056"]
["EG10403", "EG10404", "EG11514"]	["EG10403", "EG10404", "EG11514"]
["EG10540", "EG10538", "EG10541", "EG10537", "EG10536"]	["EG10540", "EG10538", "EG10541", "EG10537", "EG10536"]
["EG11435", "EG11434", "EG11599"]	["EG11435", "EG11434", "EG11599"]
["EG10615", "EG10616", "EG11965"]	["EG10615", "EG10616", "EG11965"]
["EG10567", "EG10568", "EG10569"]	["EG10567", "EG10568", "EG10569"]
["EG11327", "EG11326"]	["EG11327", "EG11326"]
["EG11781", "EG11945", "EG11946", "EG11947", "EG11948", "EG11949", "EG11950"]	["EG11781", "EG11945", "EG11946", "EG11947", "EG11948", "EG11949", "EG11950"]
["EG10713", "EG10714", "EG11283", "EG10715", "EG10716", "EG10717", "EG10718", "EG10719", "EG10720", "EG10721", "EG10722", "EG10723", "EG10724", "EG10725"]	["EG10713", "EG10714", "EG11283", "EG10715", "EG10716", "EG10717", "EG10718", "EG10719", "EG10720", "EG10721", "EG10722", "EG10723", "EG10724", "EG10725"]
["EG10734", "EG10784", "EG10782", "EG10783", "EG10735"]	["EG10734", "EG10784", "EG10782", "EG10783", "EG10735"]
["EG10959", "EG10960"]	["EG10959", "EG10960"]
["EG10421", "EG10420"]	["EG10421", "EG10420"]
["EG10817", "EG10814", "EG10816", "EG10815", "EG10818", "EG10819"]	["EG10817", "EG10814", "EG10816", "EG10815", "EG10818", "EG10819"]
["G7107", "G7106", "G7105", "G7104", "G7103"]	["G7107", "G7106", "G7105", "G7104", "G7103"]
["EG10342", "EG10339", "EG10347"]	["EG10342", "EG10339", "EG10347"]
["EG11815", "EG11814", "EG12195"]	["EG11815", "EG11814", "EG12195"]
["EG12127", "EG11402"]	["EG12127", "EG11402"]
["EG10053", "EG10052", "EG10055"]	["EG10053", "EG10052", "EG10055"]
["EG10279", "EG10278"]	["EG10279", "EG10278"]
["EG10401", "EG10399"]	["EG10401", "EG10399"]
["EG11868", "EG11867", "EG11866"]	["EG11868", "EG11867", "EG11866"]
["EG10674", "EG10675", "EG10676", "EG10677", "EG10678"]	["EG10674", "EG10675", "EG10676", "EG10677", "EG10678"]
["EG10512", "EG10993"]	["EG10512", "EG10993"]
["EG10257", "EG10256"]	["EG10257", "EG10256"]
["EG12629", "EG12631"]	["EG12629", "EG12631"]
["EG11703", "EG11704"]	["EG11703", "EG11704"]
["EG10266", "EG10267"]	["EG10266", "EG10267"]
["EG11758", "EG11757", "EG11363", "EG11281", "EG10595", "EG10438", "EG10437", "EG10436", "EG10435"]	["EG11758", "EG11757", "EG11363", "EG11281", "EG10595", "EG10438", "EG10437", "EG10436", "EG10435"]
["EG10041", "EG10042"]	["EG10041", "EG10042"]
["EG10045", "EG11135"]	["EG10045", "EG11135"]
["EG12235", "EG12236", "EG12237"]	["EG12235", "EG12236", "EG12237"]
["EG10086", "EG10085"]	["EG10086", "EG10085"]
["EG10106", "EG10099", "EG10102", "EG10103", "EG10105", "EG10098", "EG10104", "EG10101", "EG10100"]	["EG10106", "EG10099", "EG10102", "EG10103", "EG10105", "EG10098", "EG10104", "EG10101", "EG10100"]
["EG11617", "EG11618"]	["EG11617", "EG11618"]
["EG11615", "EG11614"]	["EG11615", "EG11614"]
["EG10127", "EG10129", "EG10128"]	["EG10127", "EG10129", "EG10128"]
["EG11561", "EG11560", "EG11559", "EG11558", "EG11557", "EG12608"]	["EG11561", "EG11560", "EG11559", "EG11558", "EG11557", "EG12608"]
["EG10140", "EG10141", "EG10142", "EG10143", "EG10144", "EG12198"]	["EG10140", "EG10141", "EG10142", "EG10143", "EG10144", "EG12198"]
