gene_name	cistron_name	monomer_name	mean_mRNA_count	mean_protein_count
EG11377	EG11377_RNA	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER[i]	0.6990471024730467	199.0377751241351
EG10337	EG10337_RNA	1-PFK-MONOMER[c]	0.21899746263167835	105.50237052960996
G6239	G6239_RNA	2-DEHYDROPANTOATE-REDUCT-MONOMER[c]	0.5801940440709782	249.37825104753412
EG11226	EG11226_RNA	2-ISOPROPYLMALATESYN-MONOMER[c]	9.198917181263516	3848.5984639479293
EG11473	EG11473_RNA	2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER[c]	0.780086699333923	440.07682674190266
EG11476	EG11476_RNA	2-OCTAPRENYLPHENOL-HYDROX-MONOMER[i]	0.780086699333923	69.16825009619849
EG11675	EG11675_RNA	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER[c]	2.805057129834595	4001.691095640469
EG11577	EG11577_RNA	3-ISOPROPYLMALDEHYDROG-MONOMER[c]	9.198917181263516	4780.926020165475
EG11318	EG11318_RNA	3-OXOACYL-ACP-REDUCT-MONOMER[c]	13.204254600133755	5494.472093918125
EG12606	EG12606_RNA	3-OXOACYL-ACP-SYNTHII-MONOMER[c]	4.957135940182288	1805.0912061089946
EG11370	EG11370_RNA	4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER[i]	0.05811950763411348	21.153308447150465
EG10699	EG10699_RNA	6PFK-1-MONOMER[c]	3.704469715579044	3227.371580338874
EG10700	EG10700_RNA	6PFK-2-MONOMER[c]	0.213465516923125	222.86020761835255
EG10411	EG10411_RNA	6PGLUCONDEHYDROG-MONOMER[c]	3.809568164617982	3577.491613337442
G6397	G6397_RNA	6PGLUCONOLACT-MONOMER[c]	1.332865238337974	1370.2025137979165
EG10425	EG10425_RNA	7-ALPHA-HYDROXYSTEROID-DEH-MONOMER[c]	1.1414905867469007	693.5966095533976
EG10121	EG10121_RNA	7KAPSYN-MONOMER[c]	0.8778967815037635	157.60920552115445
EG11679	EG11679_RNA	AAS-MONOMER[i]	0.2506215629450511	57.70874220650231
EG11621	EG11621_RNA	ABC-MONOMER[m]	1.4697610159696595	618.6007741316223
EG12853	EG12853_RNA	ABGT-MONOMER[i]	0.028551428210367286	11.148453795616188
EG10027	EG10027_RNA	ACETATEKINA-MONOMER[c]	2.282771027712265	2550.655467411075
EG10499	EG10499_RNA	ACETOLACTSYNIII-HCHAIN-MONOMER[c]	0.6284125616060817	267.88160273075925
EG10500	EG10500_RNA	ACETOLACTSYNIII-ICHAIN-MONOMER[c]	0.6284125616060817	151.95664323351883
EG11672	EG11672_RNA	ACETYL-COA-ACETYLTRANSFER-MONOMER[c]	0.18081624597279747	351.5316091913221
EG10064	EG10064_RNA	ACETYLGLUTKIN-MONOMER[c]	0.5411608850545172	170.49595256384953
EG11286	EG11286_RNA	ACETYLORNDEACET-MONOMER[c]	0.5479139481422687	339.3180542204515
EG10066	EG10066_RNA	ACETYLORNTRANSAM-MONOMER[c]	0.4895573165519621	228.67600916122015
EG10637	EG10637_RNA	ACNEULY-MONOMER[c]	0.13664161482834072	183.3904139445925
EG11325	EG11325_RNA	ACONITASE-MONOMER[c]	0.5581173777782196	259.57464931922703
EG12316	EG12316_RNA	ACONITATEDEHYDRB-MONOMER[c]	5.899088847648568	4114.06008749448
G6343	G6343_RNA	ACPSUB-MONOMER[c]	0.010884983522014901	4.697715232587363
EG11704	EG11704_RNA	ACRB-MONOMER[m]	1.6353516321085715	372.688162118951
EG10014	EG10014_RNA	ACRD-MONOMER[i]	0.03524201552522956	10.810851757770068
EG10267	EG10267_RNA	ACRF-MONOMER[m]	0.0017762998155544795	0.056905489774561856
EG11448	EG11448_RNA	ACS-MONOMER[c]	0.5252849392210123	394.42671378854504
EG10192	EG10192_RNA	ACSERLYA-MONOMER[c]	22.852775841186585	21252.44393864311
EG10193	EG10193_RNA	ACSERLYB-MONOMER[c]	1.8399583684167928	1040.3970761338287
G6105	G6105_RNA	ACYLCOADEHYDROG-MONOMER[c]	0.17535813526856772	24.379033414599167
EG11530	EG11530_RNA	ACYLCOASYN-MONOMER[c]	0.1383071621374098	64.86529513413123
EG11493	EG11493_RNA	ADCLY-MONOMER[c]	4.881148361501861	2124.115237982998
EG10030	EG10030_RNA	ADENODEAMIN-MONOMER[c]	0.3442571275627491	336.3283499438428
EG10051	EG10051_RNA	ADENPRIBOSYLTRAN-MONOMER[c]	2.7223974225903875	3083.5118441286263
EG10032	EG10032_RNA	ADENYL-KIN-MONOMER[c]	6.220078009521876	9204.091578123824
EG10170	EG10170_RNA	ADENYLATECYC-MONOMER[c]	2.239750778462329	110.68434967690087
EG10790	EG10790_RNA	ADENYLOSUCCINATE-SYN-MONOMER[c]	9.058323973799933	6038.415710952997
EG10185	EG10185_RNA	ADENYLYLSULFKIN-MONOMER[c]	2.8262548755951173	1169.788760892438
EG50010	EG50010_RNA	ADHC-MONOMER[c]	0.48711934150535374	491.9392167525945
EG10031	EG10031_RNA	ADHE-MONOMER[c]	5.880779186480242	4438.85383224971
G6775	G6775_RNA	ADHP-MONOMER[c]	0.2474963543966615	129.89530622358092
EG10394	EG10394_RNA	AERGLYC3PDEHYDROG-MONOMER[i]	20.799779346929387	10493.659549634871
EG12769	EG12769_RNA	AGAB-MONOMER[c]	0.007887566327262297	3.3943910954984786
EG12770	EG12770_RNA	AGAC-MONOMER[i]	0.007887566327262297	3.193424992864983
G7635	G7635_RNA	AGAD-MONOMER[i]	0.007887566327262297	2.9914024817080875
EG12322	EG12322_RNA	AGAX-MONOMER[m]	0.13690571695919054	65.23870146945858
EG10960	EG10960_RNA	AGMATIN-MONOMER[c]	1.3902378765052756	1626.402290021057
EG10795	EG10795_RNA	AICARTRANSIMPCYCLO-CPLX[c]	1.8308638837496256	1637.0477882866446
EG10798	EG10798_RNA	AIRS-MONOMER[c]	3.070902902709603	2252.759939682481
EG10512	EG10512_RNA	AKBLIG-MONOMER[c]	0.24054166495094942	158.48222493266107
EG10001	EG10001_RNA	ALARACEBIOSYN-MONOMER[c]	0.46505687425188813	96.2944270190679
EG11408	EG11408_RNA	ALARACECAT-MONOMER[c]	0.39483126571656163	116.00267651890672
EG10034	EG10034_RNA	ALAS-MONOMER[c]	4.91361162503745	2457.6586068186625
EG12292	EG12292_RNA	ALDDEHYDROGB-MONOMER[c]	0.01077849072731739	5.699244469119219
EG10036	EG10036_RNA	ALDHDEHYDROG-MONOMER[c]	0.37940258962078627	175.80342850002768
EG11698	EG11698_RNA	ALDOSE1EPIM-MONOMER[c]	2.0586874692058337	1036.0624530544264
EG10727	EG10727_RNA	ALKAPHOSPHA-MONOMER[p]	0.042378452673892085	17.95717427758838
EG11387	EG11387_RNA	ALPHA-AMYL-CYTO-MONOMER[c]	1.013666575319514	487.9981001685426
EG11316	EG11316_RNA	ALPHA-AMYL-PERI-MONOMER[p]	0.07681396276727917	38.58564505525556
EG10191	EG10191_RNA	ALPHACOMP-MONOMER[c]	2.5813739842362264	1243.5548558584526
EG10577	EG10577_RNA	ALPHAGALACTOSID-MONOMER[c]	0.11192818693887172	57.53685289653302
EG11065	EG11065_RNA	ALTRO-OXIDOREDUCT-MONOMER[c]	0.056664106106580826	25.646629929019003
EG12734	EG12734_RNA	ALTRODEHYDRAT-MONOMER[c]	0.35661881117123617	78.06355347997155
EG13139	EG13139_RNA	AMINEOXID-MONOMER[p]	0.04721322555315907	24.709293129226875
EG10039	EG10039_RNA	AMP-NUCLEOSID-MONOMER[c]	2.447387589755677	1941.5068134090047
EG12183	EG12183_RNA	AMPG-MONOMER[i]	0.4689431513063826	35.58574586843454
EG11821	EG11821_RNA	AMTB-MONOMER[m]	0.07489567255879467	35.15604460202223
EG10561	EG10561_RNA	AMYLOMALT-MONOMER[c]	0.3281738757555664	91.24827588165385
EG10391	EG10391_RNA	ANGLYC3PDEHYDROGSUBUNITA-MONOMER[c]	0.3153393641386224	162.72471612570695
EG10392	EG10392_RNA	ANGLYC3PDEHYDROGSUBUNITB-MONOMER[c]	0.3153393641386224	157.1985096688358
EG10393	EG10393_RNA	ANGLYC3PDEHYDROGSUBUNITC-MONOMER[i]	0.3153393641386224	152.05546428728633
EG10045	EG10045_RNA	ANSA-MONOMER[c]	1.050226261691134	667.4597095160541
EG10046	EG10046_RNA	ANSB-MONOMER[p]	0.0346470757788528	16.954989045441184
G6764	G6764_RNA	ANSP-MONOMER[i]	0.0762062438855387	26.56315235711152
EG11028	EG11028_RNA	ANTHRANSYNCOMPI-MONOMER[c]	0.5580932394114214	323.58997150252816
EG11027	EG11027_RNA	ANTHRANSYNCOMPII-MONOMER[c]	0.5580932394114214	159.87005181229438
EG11934	EG11934_RNA	APHA-MONOMER[p]	0.12399169072220574	98.96405513202977
EG10049	EG10049_RNA	APPA-MONOMER[p]	0.11431504544402525	53.83169736735613
EG11379	EG11379_RNA	APPB-MONOMER[i]	0.06159685235696953	29.070526628168338
EG11380	EG11380_RNA	APPC-MONOMER[i]	0.06159685235696953	31.112895141514723
EG13270	EG13270_RNA	AQPZ-MONOMER[i]	0.0751981120957356	34.74581731800026
EG10052	EG10052_RNA	ARABISOM-MONOMER[c]	0.025201874841148247	12.22155186980049
EG10056	EG10056_RNA	ARAE-MONOMER[i]	0.1374154624698093	8.610856869424214
EG10057	EG10057_RNA	ARAF-MONOMER[p]	0.1593345194264156	79.65797496141411
EG10058	EG10058_RNA	ARAG-MONOMER[c]	0.1593345194264156	76.30844857036973
EG10059	EG10059_RNA	ARAH-MONOMER[m]	0.1593345194264156	73.21815119988982
EG10060	EG10060_RNA	ARAJ-MONOMER[i]	0.15517420091356618	17.48416594133241
EG10061	EG10061_RNA	ARCA-MONOMER[c]	5.471163881051808	3667.493158192917
EG10062	EG10062_RNA	ARCB-MONOMER[i]	0.43639327363110614	1.5800378546387552
