gene_name	cistron_name	monomer_name	mean_mRNA_count	mean_protein_count
EG11377	EG11377_RNA	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER[i]	0.44942272369456837	152.92326048253076
EG10337	EG10337_RNA	1-PFK-MONOMER[c]	0.13912260208846491	82.76877699810679
G6239	G6239_RNA	2-DEHYDROPANTOATE-REDUCT-MONOMER[c]	0.3879107732850295	196.37938776546667
EG11226	EG11226_RNA	2-ISOPROPYLMALATESYN-MONOMER[c]	7.4120337844891555	2961.1433379041428
EG11473	EG11473_RNA	2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER[c]	0.5752949159620002	332.91959325438813
EG11476	EG11476_RNA	2-OCTAPRENYLPHENOL-HYDROX-MONOMER[i]	0.5752949159620002	55.68615467957779
EG11675	EG11675_RNA	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER[c]	1.8838210274163922	3321.1070500503633
EG11577	EG11577_RNA	3-ISOPROPYLMALDEHYDROG-MONOMER[c]	7.4120337844891555	4383.7347075387315
EG11318	EG11318_RNA	3-OXOACYL-ACP-REDUCT-MONOMER[c]	6.573599907455216	3413.31886756785
EG12606	EG12606_RNA	3-OXOACYL-ACP-SYNTHII-MONOMER[c]	3.158432155926675	1361.805441520443
EG11370	EG11370_RNA	4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER[i]	0.1075480428753213	41.4176979202817
EG10699	EG10699_RNA	6PFK-1-MONOMER[c]	2.6359173924942794	2802.270466363639
EG10700	EG10700_RNA	6PFK-2-MONOMER[c]	0.12571630509306675	170.06574770824693
EG10411	EG10411_RNA	6PGLUCONDEHYDROG-MONOMER[c]	2.4292885901874315	2756.1916981967875
G6397	G6397_RNA	6PGLUCONOLACT-MONOMER[c]	0.8708577039300497	963.0306702725275
EG10425	EG10425_RNA	7-ALPHA-HYDROXYSTEROID-DEH-MONOMER[c]	0.6721396466933579	504.0363894273227
EG10121	EG10121_RNA	7KAPSYN-MONOMER[c]	0.5896238393106542	129.95734757620133
EG11679	EG11679_RNA	AAS-MONOMER[i]	0.16905576105388195	50.19677899007683
EG11621	EG11621_RNA	ABC-MONOMER[m]	0.8957185340680486	445.37857658786254
EG12853	EG12853_RNA	ABGT-MONOMER[i]	0.016989585890306216	8.230476013125559
EG10027	EG10027_RNA	ACETATEKINA-MONOMER[c]	1.6632928732051815	2197.828907830474
EG10499	EG10499_RNA	ACETOLACTSYNIII-HCHAIN-MONOMER[c]	0.8037711999503419	392.4146641160421
EG10500	EG10500_RNA	ACETOLACTSYNIII-ICHAIN-MONOMER[c]	0.8037711999503419	235.9347284177381
EG11672	EG11672_RNA	ACETYL-COA-ACETYLTRANSFER-MONOMER[c]	0.10451282789209504	242.0531455351374
EG10064	EG10064_RNA	ACETYLGLUTKIN-MONOMER[c]	0.7483889307409508	285.1171474481058
EG11286	EG11286_RNA	ACETYLORNDEACET-MONOMER[c]	0.7523947373618529	564.1154538503426
EG10066	EG10066_RNA	ACETYLORNTRANSAM-MONOMER[c]	0.670225267547535	380.85211597441474
EG10637	EG10637_RNA	ACNEULY-MONOMER[c]	0.09999915355380436	140.0347840010383
EG11325	EG11325_RNA	ACONITASE-MONOMER[c]	0.5445999554205003	296.83636431608556
EG12316	EG12316_RNA	ACONITATEDEHYDRB-MONOMER[c]	3.8922650335898066	1731.4322130617934
G6343	G6343_RNA	ACPSUB-MONOMER[c]	0.005030006517635706	3.296315419710346
EG11704	EG11704_RNA	ACRB-MONOMER[m]	1.0371300677439106	255.60148184513986
EG10014	EG10014_RNA	ACRD-MONOMER[i]	0.026205268845419176	7.960358808542335
EG10267	EG10267_RNA	ACRF-MONOMER[m]	0.0010502986544326976	0.04618139906270191
EG11448	EG11448_RNA	ACS-MONOMER[c]	0.34026572767568697	221.6856849019392
EG10192	EG10192_RNA	ACSERLYA-MONOMER[c]	14.840399042951502	16818.457336995623
EG10193	EG10193_RNA	ACSERLYB-MONOMER[c]	1.210675520493873	739.3992855994109
G6105	G6105_RNA	ACYLCOADEHYDROG-MONOMER[c]	0.11065308966968848	19.823132245932122
EG11530	EG11530_RNA	ACYLCOASYN-MONOMER[c]	0.13692395809527033	68.48943211924734
EG11493	EG11493_RNA	ADCLY-MONOMER[c]	3.1935589676742198	1646.451943722614
EG10030	EG10030_RNA	ADENODEAMIN-MONOMER[c]	0.2079986344001377	233.66410122932203
EG10051	EG10051_RNA	ADENPRIBOSYLTRAN-MONOMER[c]	1.7929783055840056	2411.128267635001
EG10032	EG10032_RNA	ADENYL-KIN-MONOMER[c]	4.069036857088846	6122.714982520886
EG10170	EG10170_RNA	ADENYLATECYC-MONOMER[c]	1.6529168535902015	60.39047338914235
EG10790	EG10790_RNA	ADENYLOSUCCINATE-SYN-MONOMER[c]	6.136810393230688	5069.250845740824
EG10185	EG10185_RNA	ADENYLYLSULFKIN-MONOMER[c]	1.8951034498325448	885.8535873800515
EG50010	EG50010_RNA	ADHC-MONOMER[c]	0.3279393549515692	405.54014412157227
EG10031	EG10031_RNA	ADHE-MONOMER[c]	4.246899185436611	3510.6530325345702
G6775	G6775_RNA	ADHP-MONOMER[c]	0.2529928926734439	195.74903857819612
EG10394	EG10394_RNA	AERGLYC3PDEHYDROG-MONOMER[i]	14.451826630890208	8975.502651492709
EG12769	EG12769_RNA	AGAB-MONOMER[c]	0.011161803833272671	7.217598745002441
EG12770	EG12770_RNA	AGAC-MONOMER[i]	0.011161803833272671	7.3402036549546725
G7635	G7635_RNA	AGAD-MONOMER[i]	0.011161803833272671	7.364428945074106
EG12322	EG12322_RNA	AGAX-MONOMER[m]	0.08811857582606095	50.766602336755795
EG10960	EG10960_RNA	AGMATIN-MONOMER[c]	0.9947245240856265	1407.092910872037
EG10795	EG10795_RNA	AICARTRANSIMPCYCLO-CPLX[c]	1.331287755027185	1327.023799950906
EG10798	EG10798_RNA	AIRS-MONOMER[c]	1.976328426766886	1724.7701179099552
EG10512	EG10512_RNA	AKBLIG-MONOMER[c]	0.19101257536898	151.2977656641922
EG10001	EG10001_RNA	ALARACEBIOSYN-MONOMER[c]	0.3290439672368893	75.02761389638934
EG11408	EG11408_RNA	ALARACECAT-MONOMER[c]	0.2575425409750496	87.05610739145033
EG10034	EG10034_RNA	ALAS-MONOMER[c]	2.466370692646922	1352.2697983765163
EG12292	EG12292_RNA	ALDDEHYDROGB-MONOMER[c]	0.015155619133069806	9.045488018554101
EG10036	EG10036_RNA	ALDHDEHYDROG-MONOMER[c]	0.22316977171346103	116.177169653211
EG11698	EG11698_RNA	ALDOSE1EPIM-MONOMER[c]	1.28444119032907	777.1902479523055
