# Generated by /Users/miagrahn/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/get_current_EcoCyc_monomer_IDs_for_protease_assignments.py on Wed Nov 12 22:15:25 2025
Gupta et al. 2024 Protein ID	UniProt ID	UniProt Gene Name	Monomer ID	Common Name
"sp|P0ABH9|CLPA_ECOLI"	P0ABH9	CLPA_ECOLI	EG10156-MONOMER	clpA
"sp|P0AAG5|MDLB_ECOLI"	P0AAG5	MDLB_ECOLI	MDLB-MONOMER	mdlB
"sp|P13458|SBCC_ECOLI"	P13458	SBCC_ECOLI	EG10927-MONOMER	sbcC
"sp|P22523|MUKB_ECOLI"	P22523	MUKB_ECOLI	EG10618-MONOMER	mukB
"sp|P13035|GLPD_ECOLI"	P13035	GLPD_ECOLI	AERGLYC3PDEHYDROG-MONOMER	glpD
"sp|P0A7G6|RECA_ECOLI"	P0A7G6	RECA_ECOLI	EG10823-MONOMER	recA
"sp|P0ABF1|PCNB_ECOLI"	P0ABF1	PCNB_ECOLI	EG10690-MONOMER	pcnB
"sp|P0A6H1|CLPX_ECOLI"	P0A6H1	CLPX_ECOLI	EG10159-MONOMER	clpX
"sp|P0ABT2|DPS_ECOLI"	P0ABT2	DPS_ECOLI	EG11415-MONOMER	dps
"sp|P23845|CYSN_ECOLI"	P23845	CYSN_ECOLI	CYSN-MONOMER	cysN
"sp|P0A7J0|RIBB_ECOLI"	P0A7J0	RIBB_ECOLI	DIOHBUTANONEPSYN-MONOMER	ribB
"sp|P77552|YDHQ_ECOLI"	P77552	YDHQ_ECOLI	G6894-MONOMER	ydhQ
"sp|P32053|INTA_ECOLI"	P32053	INTA_ECOLI	EG11783-MONOMER	intA
"sp|P0AC38|ASPA_ECOLI"	P0AC38	ASPA_ECOLI	ASPARTASE-MONOMER	aspA
"sp|P76502|SIXA_ECOLI"	P76502	SIXA_ECOLI	G7211-MONOMER	sixA
"sp|P09546|PUTA_ECOLI"	P09546	PUTA_ECOLI	PUTA-MONOMER	putA
"sp|P75898|RUTA_ECOLI"	P75898	RUTA_ECOLI	G6523-MONOMER	rutA
"sp|P33232|LLDD_ECOLI"	P33232	LLDD_ECOLI	L-LACTDEHYDROGFMN-MONOMER	lldD
"sp|P0ACB0|DNAB_ECOLI"	P0ACB0	DNAB_ECOLI	EG10236-MONOMER	dnaB
"sp|P42588|PAT_ECOLI"	P42588	PAT_ECOLI	G7596-MONOMER	patA
"sp|Q47146|FADE_ECOLI"	Q47146	FADE_ECOLI	ACYLCOADEHYDROG-MONOMER	fadE
"sp|P0ABS1|DKSA_ECOLI"	P0ABS1	DKSA_ECOLI	EG10230-MONOMER	dksA
"sp|P0A6U3|MNMG_ECOLI"	P0A6U3	MNMG_ECOLI	EG10375-MONOMER	mnmG
"sp|P00936|CYAA_ECOLI"	P00936	CYAA_ECOLI	ADENYLATECYC-MONOMER	cyaA
"sp|P0A6C1|END4_ECOLI"	P0A6C1	END4_ECOLI	EG10651-MONOMER	nfo
"sp|P0A9A6|FTSZ_ECOLI"	P0A9A6	FTSZ_ECOLI	EG10347-MONOMER	ftsZ
"sp|P09151|LEU1_ECOLI"	P09151	LEU1_ECOLI	2-ISOPROPYLMALATESYN-MONOMER	leuA
"sp|P0A9X1|ZNUC_ECOLI"	P0A9X1	ZNUC_ECOLI	ZNUC-MONOMER	znuC
"sp|P0A6Y8|DNAK_ECOLI"	P0A6Y8	DNAK_ECOLI	EG10241-MONOMER	dnaK
"sp|P0A8T7|RPOC_ECOLI"	P0A8T7	RPOC_ECOLI	RPOC-MONOMER	rpoC
"sp|P63389|YHES_ECOLI"	P63389	YHES_ECOLI	YHES-MONOMER	yheS
"sp|P0ACQ4|OXYR_ECOLI"	P0ACQ4	OXYR_ECOLI	PD00214	oxyR
"sp|P17854|CYSH_ECOLI"	P17854	CYSH_ECOLI	PAPSSULFOTRANS-MONOMER	cysH
"sp|P30136|THIC_ECOLI"	P30136	THIC_ECOLI	THIC-MONOMER	thiC
"sp|P13445|RPOS_ECOLI"	P13445	RPOS_ECOLI	RPOS-MONOMER	rpoS
"sp|P0AFL6|PPX_ECOLI"	P0AFL6	PPX_ECOLI	PPX-MONOMER	ppx
"sp|P0A8V2|RPOB_ECOLI"	P0A8V2	RPOB_ECOLI	RPOB-MONOMER	rpoB
"sp|P77434|ALAC_ECOLI"	P77434	ALAC_ECOLI	G7242-MONOMER	alaC
"sp|P75952|COMR_ECOLI"	P75952	COMR_ECOLI	G6569-MONOMER	comR
"sp|P0ACL2|EXUR_ECOLI"	P0ACL2	EXUR_ECOLI	PD03270	exuR
"sp|P10443|DPO3A_ECOLI"	P10443	DPO3A_ECOLI	EG10238-MONOMER	dnaE
"sp|P03018|UVRD_ECOLI"	P03018	UVRD_ECOLI	EG11064-MONOMER	uvrD
"sp|P0A9K1|PHOH_ECOLI"	P0A9K1	PHOH_ECOLI	EG11734-MONOMER	phoH
"sp|P42641|OBG_ECOLI"	P42641	OBG_ECOLI	G7656-MONOMER	obgE
"sp|P0A9E5|FNR_ECOLI"	P0A9E5	FNR_ECOLI	PD00197	fnr
"sp|P37024|HRPB_ECOLI"	P37024	HRPB_ECOLI	EG12329-MONOMER	hrpB
"sp|P21156|CYSD_ECOLI"	P21156	CYSD_ECOLI	CYSD-MONOMER	cysD
"sp|P31677|OTSA_ECOLI"	P31677	OTSA_ECOLI	TREHALOSE6PSYN-MONOMER	otsA
"sp|P23909|MUTS_ECOLI"	P23909	MUTS_ECOLI	EG10625-MONOMER	mutS
"sp|P0A6E1|AROL_ECOLI"	P0A6E1	AROL_ECOLI	AROL-MONOMER	aroL
"sp|P36979|RLMN_ECOLI"	P36979	RLMN_ECOLI	EG12401-MONOMER	rlmN
"sp|P0AFI2|PARC_ECOLI"	P0AFI2	PARC_ECOLI	EG10686-MONOMER	parC
"sp|P0AG67|RS1_ECOLI"	P0AG67	RS1_ECOLI	EG10900-MONOMER	rpsA
"sp|P0A6K3|DEF_ECOLI"	P0A6K3	DEF_ECOLI	EG11440-MONOMER	def
"sp|P0A8A0|YEBC_ECOLI"	P0A8A0	YEBC_ECOLI	EG11137-MONOMER	yebC
"sp|P0ACM5|YEGW_ECOLI"	P0ACM5	YEGW_ECOLI	G7133-MONOMER	yegW
